"uid","name","fundCodes","workDay","return","optimal","optimalName"
"30072568","肖超虎","009169,009170",695,15.44,"009169","湘财长兴灵活配置混合A"
"30170018","夏晨曦","000493,000494,000495,000719,003473,003474,005194,006491,006492,008256,008257,008626,008627,009615,009616",3137,25.61,"000495","南方现金通C"
"30608934","谢昌旭","001104,001532,002350,002398,002399,006121,008359,501073",843,268.84,"001104","华安新丝路主题股票"
"30591172","徐朝贞","006294,007232,008553",800,37.55,"007232","万家平衡养老目标三年(FOF)"
"30380513","徐达","163302",1709,142.87,"163302","大摩资源优选混合(LOF)"
"30057703","许定晴","000878,000879,001252,001864,398001",4007,86.39,"001252","中海进取收益混合"
"30325197","谢东旭","000512,002063,003760,003761,005867,011319,011320,020011,160221,160225,510760",1514,139.44,"160225","国泰国证新能源汽车指数"
"30139111","肖芳芳","000750,003402,003539,004167,006040,008523,750006,750007",1355,13.95,"006040","安信永瑞定开债券"
"30577635","许飞虎","005373,005374",1019,33.45,"005373","中加紫金灵活配置混合A"
"30578853","许富强","001470,002635,002719,002807,003728,007516,007546,007988,007989,008787,008788,161624,161625",1009,33.27,"001470","融通通鑫灵活配置混合"
"30309950","夏高","001791,001792,002236,003147,003359,004209,007801,010908,010909,090010",2268,89.69,"090010","大成中证红利指数A"
"30589071","徐光","000174,000175,000221,000222,000406,000407,007901,007902,008398,164702,470078,519078",914,17.79,"164702","汇添富季季红定开债"
"30711018","邢恭海","000134,000135,003226,003227,003277,003278,003614,003615,004102,004103,004104,004105,006177,006178,006789,006790",184,1.4,"004105","信诚稳鑫C"
"30277861","徐皓","008631",1923,10.58,"008631","国泰民泽平衡养老FOF"
"30705901","徐华婧","005375,008344",228,1.23,"008344","建信睿阳一年定期开放债券"
"30559334","徐黄玮","003957,003958,005280,005965,005966,009624,167506,167507",1207,98.23,"003957","安信量化精选沪深300增强A"
"30436998","席行懿","000599,004155,004156,004849,005020,009191,009192,010883,550010,550011,550012,550013",1800,15.82,"000599","信诚薪金宝货币"
"30040442","徐婕","009700,009701,010663,010664",678,9.81,"009700","长江添利混合A"
"30040436","谢军","002116,002117,002120,002134,002636,002637,003039,003040,003746,004020,004027,004028,004750,004751,005745,006137,006378,006504,007251,009955,011061,162715,162716,270009",5275,90.57,"270009","广发增强债券"
"30522601","许健","003573,003978,003979,007552,008487,009585",1459,19.3,"003978","中信建投稳祥A"
"30674195","徐俊","257040",607,24.2,"257040","国联安红利混合"
"30717969","许佳","002486,006901,006917,009578",93,1.43,"006901","上银慧祥利债券A"
"30200510","许家涵","163503,350001,350002",2090,61.41,"350002","天治低碳经济混合"
"30710244","忻佳华","370010,370011",197,1.18,"370011","上投摩根货币B"
"30677837","谢家乐","008988,008989,009798,010371,010372,160926,501079",564,146.48,"501079","大成科创主题3年封闭混合"
"30670259","萧嘉倩","003956,010887,010888",653,147.27,"003956","南方教育股票"
"30705088","夏金涛","003479,003480,005686,005731,007913,007914,009552,009553",234,1.92,"007913","财通资管丰和两年定开债A"
"30354798","薛冀颖","002537",1936,31.56,"002537","平安安盈灵活配置混合"
"30701133","徐静远","009613,009614,009918,009919",234,2.32,"009918","上银核心成长混合A"
"30444982","熊侃","006305,007310,007779,007780",800,61.18,"006305","银华尊和养老2035混合(FOF)"
"30040431","肖侃宁","006305,007310,007779,007780",1475,61.18,"006305","银华尊和养老2035混合(FOF)"
"30544440","先轲宇","000686,002753,002758,003022,003185,003391,003392,003393,007699,010727,511660,530002,530030,531030",1324,12.29,"002758","建信现金增利货币A"
"30177040","薛琳","000664,001228,001359,001654,002186,002485,004129,004130,004131,004132,007999,008000,008880,008881,008882,008883,253010,253030",3146,129.75,"001359","国联安添鑫灵活配置混合A"
"30474714","薛玲","003319,003320,004617,004618,004730,004798,005880,005881,006363,159916,510090,510800,513680,530010,530015",1692,117.05,"510090","建信责任ETF"
"30095064","徐力","005281",563,63.67,"005281","中科沃土转型升级混合"
"30301237","夏林锋","000612,002634,005728,007590",2313,142.63,"000612","华宝生态中国混合"
"30677504","薛莉丽","007811,007812,008186,008187,009931,009939,010513,010514,010551",549,80.48,"008186","淳厚信睿混合A"
"30039046","许利明","006289,006620,006621,006622,006623,006891,010281",2369,81.39,"006620","华夏养老2045(FOF)A"
"30052616","徐林明","000753,000754,003876,006227,007404,010842",4162,135.89,"003876","华宝沪深300指数增强A"
"30692596","夏里鹏","003442,003443",351,-0.08,"003442","招商招惠3个月定期开放债券A"
"30062802","肖立强","001162,001638,001901,001902,002407,005328",858,127.75,"005328","前海开源价值策略股票"
"30036328","徐荔蓉","010271,010272,450001,450003,450011",5205,300.16,"450003","国富潜力组合混合A"
"30106590","徐猛","000071,000075,000076,001051,005733,006246,006247,006248,006249,006381,006909,006910,159850,159869,159902,159920,159957,510050,510650,512770,513330,515170",2875,143.3,"006909","华夏战略新兴成指ETF联接A"
"30494277","肖觅","003298,003299,005660,005661,009126,009127,070027",1514,117.7,"003298","嘉实物流产业股票A"
"30356637","徐觅","001405,001406,002651,002652,002701,002702,003668,003669,005008,005974,005975,006353,008770,009670,010292,501053",1522,34.28,"001405","东方红策略精选混合A"
"30679359","徐慕浩","005535,290006",553,150.54,"005535","泰信竞争优选混合"
"30658098","夏明月","165508,550001",705,84.52,"165508","信诚深度价值混合(LOF)"
"30189741","萧楠","001832,001898,009265,010340,110022,161132",3067,603.93,"110022","易方达消费行业股票"
"30276611","向霈","000588,000607,000758,000808,000809,001693,004667,005471,006383,006384,006473,006474,006489,006490,007328,008804,008805,009637,011292,161713",2612,25.23,"000588","招商招钱宝货币A"
"30715419","杨添琦","005583",127,34.32,"005583","易方达港股通红利混合"
"30301377","杨伟","005702,006143,006144,008407,008408",1662,45.74,"006143","恒生前海中证质量成长A"
"30442453","袁玮","001185,001583,002029,006818,006819,008477",1776,95.04,"001583","安信新常态股票"
"30640561","姚炜","005646",802,65.09,"005646","中海沪港深多策略灵活配置混合"
"30514243","袁维德","001810,001887,001891,004235,004848,005764,166019,166020",1515,93.21,"004848","中欧睿泓定开混合"
"30643584","杨威风","001685,005228,470888",781,89.26,"001685","汇添富沪港深新价值股票"
"30332868","尹维国","350005,350007,350008",2195,42.03,"350008","天治新消费混合"
"30297171","颜文浩","000836,000837,000868,000869,001094,001095,002964,006027,121001,121011,128011",2363,23.38,"000837","国投瑞银钱多宝货币I"
"30072773","颜伟鹏","000462,005815",2181,161.01,"000462","农银主题轮动混合"
"30550980","闫雯雯","003811,003812,006096,006570,006571,006640,006641,009158",257,1.3,"009158","中金衡利1年定开债"
"30708469","姚卫巍","009370,009371",172,7.44,"009370","浦银安盛睿和优选3个月持有混合(FOF)A"
"30354721","颜昕","002265,002915,003500,004059,005849",2066,18.2,"002265","鑫元兴利定期开放债"
"30413768","袁曦","005211,519672",1881,173.32,"519672","银河蓝筹混合"
"30354173","杨鑫","000377,000378,001947,002845,004144,004145,370021,370022",1091,12.26,"004144","上投安丰回报A"
"30038036","闫旭","000993,240010",4667,95.9,"000993","华宝稳健回报混合"
"30324935","杨旭","003659",1760,4.95,"003659","山西策略灵活配置混合"
"30699750","叶忻","009185",241,8.95,"009185","农银汇理永乐3月持有(FOF)"
"30712253","闫鑫","001193",166,31.91,"001193","中金消费升级"
"30714133","杨旭","003161",148,7.34,"003161","南方安泰混合"
"30514820","俞晓斌","000107,000109,000197,002483,002898,002899,005517,005518,007762,010435,010436,161015,501077",1513,183.16,"501077","富国科创主题混合"
"30573788","杨晓斌","000110,001366,002425,002513,210006,210010,210011",1054,165.43,"001366","金鹰产业整合混合"
"30070381","杨霞辉","570007",1417,64.05,"570007","诺德优选30混合"
"30527193","尹晓红","006650,009718,009719,010430,010431,011397,011398,161728,217024",1414,22.55,"217024","招商安盈债券"
"30717502","杨鑫桐","001701",99,16.47,"001701","中融产业升级混合"
"30200305","杨鑫鑫","000893",2697,64.69,"000893","工银创新动力股票"
"30561864","杨献忠","006242,006946,009282,009283,009523,009524,010139,010140,213009,213909",1036,7.79,"213909","宝盈货币B"
"30283330","袁媛","000181,000182,000465,002796,002797,003504,003505,003605,006681,007562,007603,007604,008554",2514,39.27,"000181","景顺长城四季金利债券A"
"30331853","颜媛","000711,005303,005304,009994,009995",1924,149.52,"005303","嘉实医药健康股票A"
"30200832","鄢耀","000251,001054,001140,005937,005938,010696,011477",2735,370.1,"000251","工银金融地产混合A"
"30177085","袁宜","000029,002908,005357",3053,304.97,"000029","富国宏观策略灵活配置混合"
"30566572","应颖","005290,009710,570006",1143,62.91,"005290","诺德新盛灵活配置混合A"
"30072903","于洋","004888,004889,005680,005682,008277,009774,011020",948,180.22,"005682","财通资管消费精选混合A"
"30589216","叶勇","519183",911,62.89,"519183","万家双引擎灵活配置混合"
"30679377","于洋","001030,009875,009876,420001,420003",553,95.33,"420003","天弘永定价值成长混合"
"30680376","杨一","006061,006064,006700,006701",549,22.47,"006700","红土创新稳健混合A"
"30686748","杨严","003176,003177,008486,008717,008718,009780,010309,010310",458,9.52,"003176","德邦景颐债券A"
"30457851","于跃","003673,004910,006068,006069,006304,006453,006454,007480,007680,008356,010397,010398,010399",367,15.36,"008356","中加科丰价值精选混合"
"30703794","杨扬","005433,310388",246,50.22,"310388","申万菱信消费增长混合"
"30712251","杨野","005507,005508,006043,006044,006925",169,0.8,"006925","永赢中债1-3年政金债指数"
"30156082","杨岳斌","007066,007067,009630,009631",3142,67.69,"007066","浦银安盛先进制造混合A"
"30396509","杨烨超","003204,003205,006965,006966,007554,010502,010636,010637,720002,720003",1193,27.01,"720003","财通收益增强债券A"
"30698427","闫宜乘","000576,000580,000921,000922,000923,002276,002277,002474,003842,003843,005786,007008,007009,007208,007209,008560,008561,590009,590010",296,7.23,"003842","中邮景泰灵活配置混合A"
"30493607","闫一帆","005838,005839,008893,008894,009005,009006,009386,009833,010605,010606,011442,011443",1251,37.05,"008893","创金合信鑫利混合A"
"30172457","余芽芳","002574,005906,005907,007085,007725,007726,009377,009378,009423,009424",1409,50.57,"002574","招商瑞庆混合A"
"30157009","杨永光","001522,001523,002813,002814,004149,004150,004175,004176",3279,88.15,"004175","博时鑫泰混合A"
"30388382","杨逸君","001299,002661,003429,005388,008042,008043,511050",1930,26.38,"001299","兴业添利债券"
"30430634","杨宇俊","002440,002881,002882,003417,003428,003660,003661,005879,007478,007557,007558",1795,106.1,"002881","中加丰润纯债债券A"
"30683287","杨艳林","008938,009495,009496",233,1.33,"008938","大成惠兴一年定开债券"
"30685707","杨义山","007819,007820,007821,007822,008964,008965,008982",472,1.49,"008964","华泰紫金中债1-5年国开债指数A"
"30201072","叶瑜珍","003493,003512,005936,005990,006609,007240,008028,008968,009084,010325,310338,310339",2762,46.48,"003493","申万菱信安鑫优选混合A"
"30691966","曾皓明","000329,004498,008925,008951",359,1.68,"008951","鹏华尊裕一年定开债"
"30553347","朱浩然","000394,000466,000859,001941,003648,003674,006163,006164,006206,010395,010396,161626,161627",1261,16.29,"161626","融通通福债券(LOF)A"
"30675594","张浩然","007896,007897,009213,009214",317,40.15,"007896","易方达优选多资产三个月持有混合(FOF)A"
"30050861","张弘弢","000051,002837,003301,003302,003697,004202,004720,004721,005140,005141,005177,005178,005658,007939,007994,007995,011612,011613,510050,510330,510660,588000",4243,256.92,"510660","华夏医药ETF"
"30692362","藏海涛","000265,000266,000833,005099,009212,009809",357,2.25,"000265","易方达恒久添利1年定开债A"
"30709887","张蕙显","006152,006153,006509,006510,008880,008881,162511",200,1.29,"006509","国联安增盈纯债A"
"30466640","周寒颖","000418,010671,262001",1723,207.29,"262001","景顺长城大中华混合(QDII)人民币"
"30513369","张汉毅","007305,008878,257050",1520,179.14,"257050","国联安主题驱动混合"
"30692363","张瀚宇","001531,002271",357,55.44,"001531","招商安益灵活配置混合"
"30712523","张贺章","007828,007829",164,1.79,"007828","创金合信信用红利债券A"
"30050295","左剑","001279",2110,103.4,"001279","中海积极增利混合"
"30202049","赵建","159933,161211,161213,161226,161227",2704,244.76,"161213","国投瑞银中证消费服务指数"
"30040520","章劲","004493,004494,005908,005909",1497,18.18,"005908","华泰保兴尊利债券A"
"30279403","周晶","001703,180003",2633,177.06,"001703","银华沪港深增长股票"
"30200459","周晶","001481,002423,006127,006355,007397,007844,008253,008254,009975,010343,010344,162411,162415,162416,501021,501301,501310",2804,107.01,"002423","华宝标普美国消费美元"
"30043326","张军","003629,003630,003631,005613,005614,005615,006282,007280,377016,378546",4732,78.59,"377016","上投摩根亚太优势混合"
"30070859","张靖","000242",3283,227.06,"000242","景顺长城策略精选灵活配置混合"
"30165688","周健","002159,002561,165806,165810,580009,582003,585001",3047,55.08,"585001","东吴中证新兴指数"
"30559048","张静","005156,005157",1212,35.57,"005156","嘉实领航资产配置混合A"
"30282522","张竞","005587,007243,007244,010707,010708,750001",1149,144.05,"750001","安信灵活配置混合"
"30571521","张捷","200016",1080,104.96,"200016","长城稳健成长灵活配置混合"
"30050207","赵杰","001731,001732,001741,001742,006020,006021,009608,009609",967,114.79,"006020","广发沪深300指数增强A"
"30580367","詹佳","001464,001823,002472,003105,003106,009440,009441,360016",990,125.41,"002472","光大先进服务业混合"
"30581239","赵健","005169,005170,005522,006385,006386",984,147.89,"006385","华泰保兴研究智选A"
"30588209","张锦","010194,010195,160520,160521,160522",922,96.83,"160522","博时睿益事件驱动混合(LOF)"
"30073143","詹杰","000993,240011",906,228.95,"240011","华宝大盘精选混合"
"30682382","钟俊","004576,519099",522,63.83,"519099","新华灵活主题混合"
"30182885","张骏","952004,952009,952099",540,61.51,"952004","国君资管君得明混合"
"30700109","赵剑","000696",276,91.49,"000696","汇添富环保行业股票"
"30700489","朱佳","006491,006492,006493,006494,006961,006962,008256,008257,008626,008627,009615,009616",274,1.49,"009615","南方0-2年国开债A"
"30724385","邹建","008934,008935,009798,160926",25,-0.69,"008934","大成科技消费股票A"
"30724621","镇嘉","290007,291007",19,2.58,"290007","泰信债券增强收益A"
"30725508","章俊","004219",0,NaN,"",""
"30335060","左金保","004221,004805,004858,004925,005399,009669,163001,519929,519965,519975,519983",2171,211,"163001","长信医疗保健混合(LOF)"
"30189437","周锦程","002830,006102,006284,007179,007224,007225,007459,007587,007588,008505,008506,008605,009181,009182,009568,009569,009677,009678,166803",1464,58.33,"006102","浙商丰利增强债券"
"30493595","张剑峰","001158",1615,128.77,"001158","工银新材料新能源股票"
"30678620","曾健飞","000536,002971,002972,003254,003255,004218,004453,004454,004680,005323,005324,006190,007502",561,31.2,"000536","前海开源可转债债券"
"30413764","祝建辉","008709,519651,519668,519676",1881,185.72,"519668","银河成长混合"
"30201969","张俊杰","000128,000129,001516,001697,001698,001699,002086,002200,002201,002202,003252,003253,006812,008686,008687,090023,091023,511690,519898,519899",2054,2.45,"008687","大成景优中短债C"
"30600699","张佳蕾","000569,002318,004896,006434,006456,160606,160609,511820",855,5.9,"160609","鹏华货币B"
"30515274","朱建明","000794,000796,213002,213003",1507,72.61,"000794","宝盈睿丰创新混合A/B"
"30185789","周楷宁","010824,010825,420001",402,51.82,"420001","天弘精选混合"
"30072002","张俊生","009008,009009,167001,167002,501099",1874,154.78,"167002","平安鼎越混合(LOF)"
"30477254","张靖爽","002172,005277,007037,008032,008231,008803,009156,009157,519130,519137,519138",1674,24.98,"519130","海富通新内需混合A"
"30550178","周建树","000771,000779,001669,001867,005448,005480",1284,29.5,"005480","诺安联创顺鑫C"
"30417242","张建胜","010404",58,3.44,"010404","博道盛利6个月持有期混合"
"30430383","张金涛","001878,004477,009138,009139,010041,010042,160726",1730,182.37,"001878","嘉实沪港深精选股票"
"30163567","章锦涛","003493,003512",222,16.97,"003493","申万菱信安鑫优选混合A"
"30495643","周加文","005360,005628,005629",1446,25.54,"005628","汇安趋势动力股票A"
"30685896","朱金钰","008706,008707,008708,008827,008828,009033,009034,159981,518860,539003",435,8.8,"008827","建信易盛郑商所能源化工期货ETF联接A"
"30671310","杨彦喆","006992,007281,009106,009107",617,101.01,"007281","嘉合消费升级混合"
"30483220","姚臻","003526,004134,006534,008658,010233",1660,23.67,"006534","农银汇理永盛定期开放混合"
"30581165","杨哲","003510,003511,004466,009850,080003,510080",985,50.81,"003511","长盛可转债债券C"
"30662511","杨喆","006880,008697",632,34.49,"008697","交银养老2035三年(FOF)"
"30202034","杨喆","007770,007771,008178,008179,008842,008843,008997,008998",542,59.69,"008178","同泰慧盈混合A"
"30718606","杨真","001512,003358,007169,007170,007171,007172,007364,007365,007366,007367,009803,161119,161120",84,1.19,"161119","易方达中债新综指(LOF)A"
"30665624","杨宗昌","002910",669,153.57,"002910","易方达供给改革混合"
"30691871","袁作栋","003628,009205,009206",367,15.61,"009205","兴银丰运稳益回报混合A"
"30197926","袁争光","006511,006512,007825,007826,008547",2433,107.78,"006511","博道卓远混合A"
"30474737","杨子江","001359,001654,004081,004082,004083,004084,004129,004130,004131,004132,253010",1149,124.92,"001359","国联安添鑫灵活配置混合A"
"30638511","杨振建","001242,001243,002385,002588,004416,007796,007797,050002,515900",810,69.47,"002588","博时银智大数据100A"
"30447865","姚志鹏","001616,002168,003984,003985,009869,009870,009909,009910",1757,213.93,"002168","嘉实智能汽车股票"
"30273368","易智泉","005732,009782,009783,010029,010030,011046,011047,100016",1222,158.94,"005732","富国臻选成长灵活配置混合"
"30710800","尤之奇","008340,008341",187,1.48,"008340","华富中债-安徽信用债A"
"30398823","杨桢霄","001898,008284,008285,010387,010388,110023",1645,227.02,"110023","易方达医疗保健行业混合"
"30181575","余志勇","000142,000673,001124,001470,002049,002605,002612,003279,007387,161605,161614",3053,47.86,"002049","融通新机遇灵活配置混合"
"30132238","严志勇","007375,007376,007377,007378,007423,007424,007969,009018,009019,675041,675043,675100,675111,675113",1291,25.39,"675111","西部利得汇享债券A"
"30660330","杨志远","006575,007643,010323",666,33.01,"006575","华安养老2030三年(FOF)"
"30685937","郑爱刚","001273,001274,002683,690003,690004",471,109,"690004","民生加银稳健成长混合"
"30724624","张安格","004227,004228",19,1.11,"004227","泰信鑫利混合A"
"30283990","赵波","000649,001296,200011",2494,122.34,"000649","长城久鑫灵活配置"
"30069273","朱蓓","850004,850088,850099",2366,NaN,"",""
"30301680","赵蓓","000831,001171,001717,009364,009365,010685",2286,343.6,"001717","工银前沿医疗股票A"
"30568854","张波","000139,000141,000602,000638,000862,000863,001981,001982,006683,006804,006805,007990,007991,009586,011413,100025,100028,511900",1118,9.03,"001982","富国收益宝交易型货币B"
"30574014","张博","001375,005843,620003,620007",1053,67.27,"620007","金元顺安优质精选混合A"
"30574191","张标","001521,004258,004259,004405,004406,004756,004757,007074",1053,60.5,"001521","国寿安保成长优选股票"
"30182877","张蓓蓓(Zhang Phoebe)","007057,007058,007582,007583,008402,008403,010501",666,5.44,"007057","中泰蓝月短债A"
"30283882","朱宝臣","008519,008520",857,72.39,"008519","中金中证沪港深优选消费50指数A"
"30578430","朱斌全","002172,004512,004513,005080,005081,008795,519062,519130,519134,519221,519222,519228,519229",813,74.84,"005081","海富通量化多因子混合A"
"30653574","朱柏蓉","003081,003082,003083,003084,003334,003335,004869,005637,006706,009529,009530,009948,009949,010683,010684,511930",752,18.57,"003334","中融融信双盈A"
"30568689","周博洋","001375,003135,005817,005843,620003,620007,620009",1121,58.1,"620007","金元顺安优质精选混合A"
"30413691","詹成","000020,004476,005914,008657,009598,010289",1880,156.91,"000020","景顺长城品质投资混合"
"30555275","周琛","000759,006889,007158,007859,007860",1247,11.32,"000759","平安财富宝货币"
"30679641","章成","005705,006088,006089,006275,006276,006287,006288,006635,008302,009171,009172",551,4.33,"006088","永赢润益债券A"
"30590379","周晨","952004,952009,952020,952024,952035,952099,952320",540,61.51,"952004","国君资管君得明混合"
"30569783","朱晨歌","003884,003885,004558,004559,005599,005600,007775,007776,009381,009382,010157,010158,510200,512150",1108,109.33,"003884","汇安沪深300指数增强A"
"30527192","朱晨杰","000078,000079",1002,3.13,"000078","工银信用纯债两年定开债A"
"30688166","张超梁","006656,006657,167302,510550,515360",435,56.84,"515360","方正富邦沪深300ETF"
"30304585","朱才敏","000149,000150,000709,001311,002398,002399,003799,003800,007420,007624,007625,040038,040039,511600",2284,46.49,"000149","华安双债添利债券A"
"30107655","张昌平","671030",107,26.74,"671030","西部利得事件驱动股票"
"30723025","周春泉","006106",44,9.9,"006106","景顺长城量化港股通股票"
"30699974","郑澄然","002132,004997,010160,011121,011130,011479,011480",276,109.78,"002132","广发鑫享混合"
"30506386","张城源","009686,009687,009837,009838,010695,160323,501186",1517,22.73,"160323","华夏磐泰混合(LOF)"
"30061866","朱丹","161609",3721,87.91,"161609","融通动力先锋混合"
"30571154","张丁","860005,860012,860030,860033",452,10.89,"860005","光大阳光添利债券A"
"30688186","郑栋","004332,007277",398,53.8,"007277","恒生前海消费升级混合"
"30717163","朱丹","501309",106,18.46,"501309","国泰恒生港股通指数(LOF)"
"30596593","赵端端","002734,002735,002740,002741,002742,002743,004196,004197,008724,009015,009016",879,34.76,"002742","泓德裕祥债券A"
"30346768","张丹华","000988,000989,000990,003053,003054,004450,007343,009993,009994,009995,160727",2108,151.53,"004450","嘉实前沿科技沪港深股票"
"30136174","邹德立","000615,000861,004568,004972,004973,007194,007195,010051,200003,200103",3412,37.61,"200003","长城货币A"
"30686347","赵鼎龙","000306,007220,007295,007296,008762,009510,010634,010635,010803,010804,164210,420001",463,62.44,"420001","天弘精选混合"
"30134062","周大鹏","001703,006119,006339,008201,159959,512380",3435,108.74,"001703","银华沪港深增长股票"
"30692796","周德生","006103,006362,006814,006815",346,27.73,"006103","凯石淳行业精选混合A"
"30477247","张东一","000167,006136,006671,009119,009120,010377,010378,011430",1670,224.56,"006136","广发估值优势混合A"
"30674697","张大铮","001270,001271,001607,001608,008242,008243,009298,009299,009770,010174,010175,650001,650002",411,58.01,"001607","英大策略优选A"
"30342503","赵菲","005569,005570,006743,006744,007885,007886,008848,159965,168203,168204,168205,515550",2109,64.61,"159965","中融央视财经50ETF"
"30369141","张峰","000127,002189,008819,010201,010347,660010",1983,279.74,"000127","农银行业领先混合"
"30040521","赵枫","008969,008970",2273,84.99,"008969","睿远均衡价值三年持有混合A"
"30070935","张峰","007139,007455,010583,010591,010644,010645,100055,100061",3602,327.88,"100061","富国中国中小盘混合(QDII)人民币"
"30500903","周飞","001057,001058,001077,001078,001929,001930,288101,288201,519800,519801",1584,14.61,"288201","华夏货币B"
"30516948","张帆","002229,006868,007349,007350,010305,010306,010680,010681",1506,167.35,"007349","华夏科技创新混合A"
"30170272","张锋","010059",152,42.31,"010059","东方红鼎元3个月定开混合"
"30722031","张放","516800",22,2.38,"516800","华宝中证智能制造ETF"
"30571509","赵凤飞","001255",1080,58.76,"001255","长城改革红利混合"
"30141893","张富盛","000328,006250",1086,174.4,"006250","上投摩根动力精选"
"30045022","曾刚","006140,006141",4356,-1.11,"006140","广发集嘉债券A"
"30045198","曾国富","003291,010963,610004,610006,610007",4231,168.7,"003291","信达澳银健康中国混合"
"30717295","赵国进","000698",101,11.44,"000698","宝盈科技30混合"
"30038356","占冠良","009460",1993,7.43,"009460","安信禧悦稳健养老一年持有混合(FOF)"
"30658565","章鸽武","006861,006862,007660",666,33.36,"007660","招商和悦均衡养老三年(FOF)"
"30057541","钟光正","003026,003027,005271,005272,005479,005678,006839,006840,007099,008007,010053,010819,010820",3496,29.12,"003026","安信新价值混合A"
"30414345","赵慧","000483,000484,001526,001527,002442,002632,002633,003041,004944,004948,005446,005493,005494,005779,005780,005949,005950,006142,006754,007559,008864,008865",1865,68.15,"004944","鑫元鑫趋势灵活配置混合A"
"30201905","张慧","000566,000967,007968,008373,008374,009636,010028,010291,011454",2714,435,"000566","华泰柏瑞创新升级混合A"
"30063842","朱红","005674,010878,571002",2517,215.86,"571002","诺德灵活配置混合"
"30060003","朱虹","000207,000208,001408,002141,003427,530017,531017",3119,21.13,"001408","建信鑫丰回报灵活配置混合A"
"30201042","张弘","165516",876,72.3,"165516","信诚周期轮动混合(LOF)"
"30304584","张惠","000028,001086,001087,001466,001467,002280,002412,002728,002729,003182,003183,005291,005292",2285,63.62,"002728","华富益鑫灵活配置混合A"
"30350674","章晖","000527,001053,005742,006590,008264,008265,010357,010358",2095,205.43,"001053","南方创新经济"
"30302523","章恒","519198",727,54.2,"519198","万家颐和灵活配置混合"
"30040634","赵航","000061,005886,005887",5321,37.52,"000061","华夏盛世混合"
"30517949","周户","000804,003308,004635,006844",1487,67.64,"003308","中信建投睿利A"
"30552205","曾鸿","002804",1270,13.43,"002804","华泰柏瑞量化对冲"
"30565420","曾豪","009989,010335,240009",1151,132.83,"240009","华宝先进成长混合"
"30567188","张恒","005127,006016,006932,006933,006986,006987,006988,006997,007196,008911,008912,008913,009721,009722,010240,010241,010651,010652",1139,17.43,"005127","平安合正定开债"
"30586266","张航","000431,160610,206012",934,227.64,"000431","鹏华品牌传承混合"
"30339258","周华","000489,000490,003109,003110,003197,003198,009440,009441,009452",925,19.1,"003109","光大安和债券A"
"30664052","张航","005018,009507,009508,009762,010375,010376,010615,010616,762001",676,89.49,"762001","国金国鑫发起A"
"30685819","张弘","004905,005805,010031,011453",473,104.1,"005805","华泰柏瑞医疗健康A"
"30702095","周桓","005957,005958",261,51.77,"005957","华夏聚丰稳健混合发起式(FOF)A"
"30716586","邹慧","010460",87,24.83,"010460","兴业研究精选混合"
"30722510","朱昊","007863,008071,519951",51,3.41,"519951","长信利泰灵活配置混合A"
"30284340","周海栋","000390,001959,008488,010761,166301,630002,630008",2483,256.9,"001959","华商乐享互联灵活配置混合"
"30676026","朱海东","000042,003184,005850,006157,010280,010703,010704",585,70.22,"005850","财通量化价值优选混合"
"30142129","张华恩","008132",190,16.12,"008132","鹏华价值驱动混合"
"30721225","朱恒红","202019",57,15.53,"202019","南方策略优化混合"
"30657091","张海静","004547,004639,004923,004924,005213,005214,005862,005863,007165,007166,008266,008267,008349,008857,008858,009082,009083,009445,009446,288102",716,40.85,"009083","华夏鼎佳债券C"
"30199412","张海钧","001730",701,72.31,"001730","兴银大健康"
"30273157","祝鸿玲","002381,002382,006747,008578,008579,009802",1794,14.52,"002381","东海祥瑞A"
"30536593","郑慧莲","004436,004437,004451,004452,004534,004535,006308,006309,006310,006408,007523,007524,010298,011021,011022",1166,245.84,"006310","汇添富全球消费混合美元现汇"
"30055544","章海默","009595,515570",1870,44.23,"515570","山西中证红利ETF"
"30353102","赵建忠","009477,009478,009479,009480,163808,163821,510270,515610,515670,518890",2084,72.71,"163808","中银中证100指数增强"
"30189744","张坤","005827,009342,110011,118001",3067,824.49,"110011","易方达中小盘混合"
"30365048","张堃","001743,320003",2009,49.48,"320003","诺安先锋混合"
"30164255","张凯","002269,010561,159969,159990,161811,161812,161816",3020,147.82,"161816","银华中证等权重90指数(LOF)"
"30652840","郑科","006245,006307,007188,010277",717,67.54,"007188","嘉实养老2050混合(FOF)"
"30673714","朱坤","004852,004853",613,21.11,"004852","广发价值回报混合A"
"30713930","张昆","007315,008624,008735,008818,009305,010270",150,1.11,"008818","汇安恒鑫12个月定开纯债债券"
"30724586","周珂","005428",23,0.18,"005428","渤海汇金汇添益3个月定开"
"30040525","郑可成","000072,000708,001139,002534,007746,010813,010814,040019,040036,040037",4174,120.51,"000072","华安稳健回报混合"
"30652585","周克平","000031,007349,007350,010106,010107,010518,010519,501207",758,191.17,"000031","华夏复兴混合"
"30272025","张凯瑜","007520,710501,710502",2944,30.52,"710502","富安达现金通货币B"
"30119501","郑磊","006113,008065,008066,009664,009665,470006",1984,231,"006113","汇添富创新医药混合"
"30360248","张林","001404,002823,002824,008655,008656,009601,009602",2040,102.3,"002823","招商盛达混合A"
"30333215","张亮","000398,000767",2185,54.56,"000767","华富国泰民安灵活配置混合"
"30541348","张磊","002514,002515,002581,002582,003000,003001",1345,38.49,"002514","招商丰益混合A"
