"uid","name","fundCodes","workDay","return","optimal","optimalName"
"30359091","杜飞","005552,005553,450007",2045,44.79,"450007","国富成长动力混合"
"30680248","董福焱","009387,009388,009649,009650,070011",547,99.14,"070011","嘉实策略混合"
"30053793","戴钢","000289,000295,000296,001329,001330,001950,002395,002396,002504,002505,006057,007682,160621,206013",3362,89.91,"160621","鹏华丰和债券(LOF)A"
"30686324","杜广","001250,001447,001484,006898,006899,009512,010118,010119,164206,164208",463,27.25,"001447","天弘惠利混合"
"30687281","杜国昊","003126,003127,003869,004887,005134,005135,005718,007428",449,11.08,"003126","长信易进混合A"
"30368303","董浩","000493,000494,000495,000719,002324,002325,006491,006492,007521,008256,008257,008626,008627,160123,160124,202307,202308",1989,19.13,"000495","南方现金通C"
"30074226","董晗","000385,000386,008999,009000,010011,010012",3398,5.69,"000385","景顺长城景颐双利债券A"
"30699100","笪篁","004394,010303,010304",285,57.72,"004394","华泰柏瑞量化创优混合"
"30078418","代宏坤","008461,008462",421,71.57,"008461","平安盈丰三个月持有混合(FOF)A"
"30553990","杜浩然","952020,952024,952035,952320",332,49.33,"952035","国君资管君得诚混合"
"30037206","杜海涛","485005,485014,485105,485114",5644,145.4,"485114","工银添颐债券A"
"30685172","邓皓友","159958,512320,516060,516600",480,93.83,"159958","工银瑞信创业板ETF"
"30176853","戴鹤忠","003132,008486",1710,138.08,"003132","德邦新回报灵活配置混合"
"30349623","戴军","002319,010738,010739,160916,160921",2102,113.4,"002319","大成一带一路灵活配置混合"
"30130611","丁进","001019,001257,001258,002301,002338,002769,002870,004242,005717,005984,005985,008222,008392,008896",2094,38.9,"001257","兴业收益增强债券A"
"30485180","戴骏","002425,002586,002587,004033,004333,005010,005011,162108,210006",1584,28.36,"002425","金鹰元禧混合C"
"30518527","戴杰","003889,003890,005109,005110,005550,005551,006648,006649,008251,008252,009564,009565",1495,353.4,"003889","汇安丰泽混合A"
"30673731","邓娟","000575,004417,340005",614,4.56,"004417","兴全货币B"
"30564068","董瑾","003194,008907,008908,501043,501045,501047,501048,515310,517080",444,51.58,"501043","汇添富沪深300指数A"
"30130646","邓敬东","000418,001506,001507,001535,007945,010104,010105",281,62.9,"001535","景顺长城改革机遇灵活配置A"
"30180836","丁靖斐","001088,011068,240022",534,96.3,"240022","华宝资源优选混合A"
"30642643","戴计辉","000511,000953,000954,002062,002458,002489,003955,010832,010833,501027",795,49.8,"000511","国泰国策驱动灵活配置混合A"
"30079144","邓炯鹏","011587",11,NaN,"",""
"30705089","杜钧天","004865,004866,006181,006182,007710,007711,008484,008485,009407,009408,010145,010146,010837,010838",234,136.09,"010837","格林泓景债券A"
"30677830","戴家伟","159973,159986",565,111.88,"159973","弘毅远方民企领先100ETF"
"30675846","董季周","001970,002580,290011",585,147.53,"290011","泰信中小盘精选混合"
"30719505","丁凯琳","008145",73,11.75,"008145","兴全优选进取三个月持有(FOF)"
"30166843","董梁","002210,002310,002311,002315,002316,003241,003242,003646,003647,003865,004359,004360,007354,007357,008768,008769,009513,009514",1283,107.42,"002315","创金合信沪深300指数增强C"
"30334871","董理","007449,007450,163412",1763,83.52,"163412","兴全轻资产混合(LOF)"
"30525554","杜磊","000700,001894,001895,003073,003074,003711,003712,003767,003768,003793,003794,007640,162206,162215",1315,12.53,"162215","泰达宏利聚利债券(LOF)"
"30710470","丁琳","001609,001610,002304,002598,002599,006720,006721,007048,007925",192,41.32,"002304","平安安心灵活配置混合A"
"30574263","董鎏洋","000981,000982",1053,7.57,"000982","北信瑞丰现金添利B"
"30074106","杜猛","010610,375010,377240",3510,573.1,"377240","上投摩根新兴动力混合A"
"30367887","邓默","000279,000609,001143,010293,630005",1991,194.34,"000609","华商新量化混合"
"30672627","邓明明","002868,003209,003983,004438,006029,006958,007321,007723,011080,160618",626,7.6,"004438","鹏华永安定期开放债券"
"30283423","段鹏","000424,000425,002927,002928,003099,003100,005230,007653,007654,080011",2508,24.59,"080011","长盛货币A"
"30698734","杜沛","003593",289,79.6,"003593","国泰景气行业灵活配置混合"
"30045199","戴奇雷","360010",3511,186.75,"360010","光大均衡精选混合"
"30629535","丁锐","005056,005057,005058,007864,007865,009579,009725,009834",820,5.64,"009725","东方红优质甄选一年持有混合"
"30335555","代瑞亮","005774",2167,33.27,"005774","华夏产业升级混合"
"30276918","董瑞倩","000668,000669,004301,004302,004821,005208,008873,008874",2403,47.69,"000668","国寿安保尊享债券A"
"30648778","邓思聪","001061,001063,001065,001066,002877,002878,002879,002880,009922,009923,010191,010192",768,11.13,"001065","华夏海外收益债券现汇"
"30699737","丁士恒","003515,005253,006597,006598,008278,020007,020031,020032,511620",281,1.71,"005253","国泰货币B"
"30519395","丁孙楠","001367,001401,002441,008448,008449,009071,009072,009574,009575,009780",1488,31.11,"001367","德邦新添利债券A"
"30156331","董山青","001970,002580,002583,290006,290012",3286,126.93,"290012","泰信行业精选混合A"
"30655265","董珊珊","006570,006571,007437,007438,008102,008104,008105,009450",733,5.09,"006571","中金金元C"
"30699742","段涛","002446,010628,011172",278,69.08,"002446","广发利鑫灵活配置混合A"
"30725509","待替换","005252",0,NaN,"",""
"30722029","丁天宇","006981,007005",52,12.97,"006981","中金新医药股票A"
"30192111","段玮婧","003465,005754,005755,005756,005897,006097,007730,007758,007759,008596,008597,009053,009148,009406,009453,010035,010048",1507,14.51,"003465","平安金管家货币A"
"30298306","陈启明","002064,003152,003153,009398,410003,410007",2339,317.05,"410007","华富价值增长混合"
"30665951","蔡荣成","110002,112002",663,26.62,"112002","易方达策略成长二号混合"
"30047073","陈若劲","006061,006064,006700,006701,009077,009078",4067,26.46,"006700","红土创新稳健混合A"
"30424662","蔡若林","009475,009748,540001,540005,541005",1848,18.68,"540001","汇丰晋信2016周期混合"
"30698282","车日楠","002068,003837,003838,006212,006213,400023",296,12.92,"400023","东方多策略灵活配置混合A"
"30285598","曹思","000966,590006",2461,71.5,"000966","中邮核心科技创新灵活配置混合"
"30681090","程书峰","000861,004972,004973,008309,008310,009829,009830,200003,200103",542,4.56,"004973","长城收益宝货币B"
"30065466","陈士俊","005865,005866,007410,007411,009374,009375,159810,166402,512590,515780,519116,519117",3725,169.89,"519116","浦银安盛沪深300指数增强"
"30642828","陈诗昆","005489,005490,007697,007698,009158",792,46.22,"005489","中金衡优灵活配置混合A"
"30176296","陈曙亮","007401,007402",1864,3.14,"007401","浦银颐和稳健养老一年(FOF)A"
"30040189","陈少平","001468",4922,123.82,"001468","广发改革混合"
"30655271","蔡嵩松","002560,320007",731,151.32,"320007","诺安成长混合"
"30125081","崔书田","001740",234,55.53,"001740","光大中国制造2025混合"
"30541661","崔思维","000087,000088,002550,004066,007589,007670,008015,008016,009772,009773,159926",1325,16.94,"002550","嘉实稳荣债券"
"30136178","陈舒薇","519696",409,35.86,"519696","交银环球精选混合(QDII)"
"30362197","陈思郁","001009,373020",2027,160.13,"001009","上投摩根安全战略股票"
"30572209","陈斯扬","004902,005078,005121,511310",1069,37.68,"005121","富国兴利增强债券"
"30362195","程桯","005250,005848,009017,009977,009978,161837",1850,117.31,"161837","银华大盘两年定开混合"
"30567244","成涛","005243",1136,19.12,"005243","融通中国概念债券"
"30709472","陈涛","001759",203,22.95,"001759","嘉实成长增强混合"
"30657718","程同朦","000797,003787,003788,003795,003796,006416,006417,006731,006732,008394,008395,730003,730103",709,19.76,"006416","方正富邦丰利债券A"
"30322995","陈玮","000305,000632,004548,005852,007100,007752,007753,380005,380006,380009",2243,49.6,"380009","中银添利债券发起A"
"30613148","陈玮","002214,005646",582,56.35,"005646","中海沪港深多策略灵活配置混合"
"30685336","陈伟","010762,010763,160518",479,122.65,"160518","博时睿远"
"30700146","陈文","008186,008187,009931,009939",275,66.11,"008186","淳厚信睿混合A"
"30339878","陈蔚丰","519115,519170,519171",2098,154.1,"519115","浦银安盛红利精选混合"
"30725346","陈卫国","006818,006819",10,-1.6,"006818","安信盈利驱动股票A"
"30719503","曹巍浩","002765,002766,004647,006892,009104,519152,519153,519160,519161",74,0.39,"519160","新华安享惠金定期债券A"
"30192023","蔡玮菁","005019,121009,121012,128112",2181,32.25,"121009","国投瑞银稳定增利债券"
"30201160","曹文俊","005739,006527,006528,011212,011213,100056",2437,151.25,"006527","富国优质发展混合A"
"30444046","陈威霖","000380,000381,000701,000707,260102,260202",1767,15.6,"000707","景顺长城景丰货币B"
"30527201","柴文婷","000244,000245,004694,004748,007781,008014,008478,008644,008645,008730,008738,010168,010169",1412,22.62,"007781","天弘弘新混合发起式"
"30132447","陈伟彦","000011,002409,002410,002838,002839,003300,004046,004047,004048,004049",1920,130.91,"000011","华夏大盘精选混合"
"30344667","储雯玉","200001",2112,55.26,"200001","长城久恒灵活配置混合"
"30699513","陈文扬","009174,009183,009184,011587",254,26.19,"009184","东方红颐和积极养老五年(FOF)"
"30280107","陈晓","006973,007669,010165,010268,010269,011327",2425,29.08,"006973","太平睿盈混合A"
"30137860","陈昕","000678,001893,007435,007805,240006,240007,511990",3385,38.96,"240007","华宝现金宝货币B"
"30439357","蔡晓","001220,002449,004532,004533,690008",1874,126.53,"001220","民生加银研究精选混合"
"30366471","成曦","004742,004744,005675,011608,011609,110019,110026,110031,110032,110033,159901,159915,510900,513090,516080,588080",1750,135.89,"110019","易方达深证100ETF联接A"
"30572459","陈欣","004560,004561,006648,006649,009381,009382,010740,010741,510200",1067,116.14,"006648","汇安多因子混合A"
"30706462","陈星","001864",224,23.26,"001864","中海魅力长三角混合"
"30716459","陈曦","160519",115,34.93,"160519","博时睿利事件驱动(LOF)"
"30724876","陈旭","011466,011467",16,NaN,"",""
"30164168","陈学林","000049",2895,28.9,"000049","中银标普全球资源等权重指数"
"30493843","陈小鹭","000667,000672,001648,001719,002003,002004,007674,007675,010668,010669,481017,486001,486002",1612,168.28,"001719","工银国家战略股票"
"30438442","陈璇淼","001222,005268,008681,160611",1789,273.91,"001222","鹏华外延成长混合"
"30512112","陈希希","003479,003480,005307,005308,005684,005685,005882,011067",1073,13.74,"005684","财通鸿睿12个月定开债A"
"30285673","蔡向阳","002001,002021,005450,007207,009010,009011,010969,010970,501093",2460,222.61,"002021","华夏回报二号混合"
"30677271","陈薪羽","004212,004783,005569,005570,006743,006744,007885,007886,159965,515550",569,65.09,"159965","中融央视财经50ETF"
"30688216","程星烨","539002",437,15.62,"539002","建信新兴市场混合(QDII)"
"30199302","曹晋","000940,009914,100039,161040",2739,222.9,"000940","富国中小盘精选混合"
"30040179","陈军","010330,011462",4985,4.61,"010330","东吴兴享成长混合A"
"30562202","成钧","004403,004404,005639,005640,005868,005869,006214,006215,009012,009013,159964,159988,510390,510590,511020,511030,512360,512970",1153,98.48,"159964","平安创业板ETF"
"30692443","蔡静","000699,002195,007708,007709,163802,163820",355,2.03,"002195","中银机构现金管理货币"
"30058304","崔建波","008602,008603,010072,010073,011501,011502",3846,21.94,"008602","方正富邦新兴成长混合A"
"30586262","陈健夫","008305,233015",934,74.19,"233015","大摩量化配置混合A"
"30105820","陈建华","007405,159851,240014,516020",2982,231.65,"240014","华宝中证100指数A"
"30393484","陈俊华","006202,010890,010891,011256,011257,519696,519779",1918,155.41,"519779","交银沪港深价值精选混合"
"30622569","陈建华","004081,004082,004083,004084,007999,008000,008877,008900,253020,253021",823,88.04,"004082","国联安鑫乾混合C"
"30198507","崔俊杰","000688,001361,004707,004719,260117,512220",2668,22.18,"260117","景顺长城支柱产业混合"
"30592174","陈纪靖","000743,002023,002024,007981,007982,010294,010295,010733,010734",709,73.4,"000743","红塔红土盛世普益混合发起式"
"30367576","陈建军","003190,003191",632,134.06,"003190","创金合信消费主题股票A"
"30276097","陈建良","000686,000693,002753,002758,003022,003164,003185,003391,003392,003393,004570,008022,010727,511660,530002,530028,531028",2629,25.43,"530002","建信货币A"
"30639173","蔡健林","006763,007059,007060",786,81.51,"007059","汇添富养老2040五年持有混合(FOF)"
"30582108","陈觉平","008428,009579,009806,009807,009842,169106,169108",970,33.77,"169106","东方红创新优选定开混合"
"30544265","曹进前","005513,005514,006667,007189,007190,008345,008346,010278,010279",1152,10.07,"008345","南华瑞泽债券A"
"30567056","陈健玮","005504,006205",1103,85.94,"006205","汇添富沪港深优势定开"
"30554638","陈金伟","001487,001877",91,18.49,"001877","宝盈国家安全沪港深股票"
"30302515","陈佳昀","000773,003518,003519,004811,008331,008332,161908,519186,519187,519190",1356,23.27,"161908","万家添利债券(LOF)"
"30198131","程琨","000747,002624,010021,270008,270025",2937,250.9,"000747","广发逆向策略混合"
"30516945","蔡卡尔","005707,161035,161037,515400",1506,145.38,"161035","富国中证医药主题指数增强"
"30053934","陈凯杨","000277,001661,002781,003607,007536,008170,008411,050006,050027,050106,501100",2998,76.49,"000277","博时双月薪定期支付债券"
"30201169","陈立","001298,009968,009969,210004,210005",2746,242.98,"210005","金鹰主题优势混合"
"30366278","陈龙","007932,008001,010364,159867,159982,159993,160625,160630,160633,160643",1707,65.88,"160630","鹏华中证国防指数(LOF)"
"30286580","陈梁","003513,004139,009415,009416,590001,590005",2403,115.5,"590005","中邮核心主题混合"
"30296880","陈雷","000264,050018",2367,187.28,"050018","博时行业轮动混合"
"30357471","陈利","004749,004860,008939,008940,009638,009639,009844,009845,511670",1562,7.66,"004749","华泰紫金天天金交易型货币B"
"30564992","陈乐","001183,001334,001503,001504,002220,005403,009351,009352,010074,010075,010444,010445,010881,010882",1148,107.09,"005403","南方融尚再融资混合"
"30574436","陈黎","000246,002109,002198,002206,002519,002569,002625,002698,002929,002930,003023,003258,003963,004118,004307,005820,006714,006929,007517,007659,007996,008411,009168",1048,11.84,"003258","博时富祥纯债债券A"
"30616472","崔蕾","001420,001426,002906,002907,004346,004432,004433,008163,008164,009079,009080,010990,159984,202021,510160,512100,512400,513800,515450",835,91.8,"512400","南方中证申万有色金属ETF"
"30692563","常璐","000986,009794",333,57,"000986","太平灵活配置"
"30709147","陈岚","003236,003237,009730,009731,165509",205,12.57,"165509","信诚增强收益债券(LOF)"
"30711580","陈荔","001014,001261,001413,001414,001739,004008,004009,004836,004837,005142,005143",178,24.14,"001413","中融鑫起点混合A"
"30567145","陈令朝","001601,001602,005949,005950",1138,53.38,"001601","鑫元鑫新收益灵活配置混合A"
"30397260","陈良栋","000976,162006",1912,139.49,"162006","长城久富混合(LOF)"
"30700110","曹璐迪","006748,007191,159963,159971,512040,516120",276,39.23,"512040","富国中证价值ETF"
"30301235","陈乐华","002564,010570,010571",1802,98.47,"002564","新沃通盈灵活配置混合"
"30325634","蔡旻","007705,009436",2182,2.8,"007705","长城恒康稳健养老一年(FOF)"
"30292456","程敏","004352,007808",1062,81.49,"007808","北信瑞丰量化优选灵活配置"
"30064469","陈旻","970015",32,1.04,"970015","申万红利成长灵活配置混合"
"30040164","曹名长","001810,001882,001891,004232,005764,166005,166020,166024",5173,87.39,"001810","中欧潜力价值灵活配置混合A"
"30176879","蔡目荣","005445,011068,240005,240022",3105,214.23,"240022","华宝资源优选混合A"
"30403955","成念良","003315,003407,003408,005327,006065,008005,008006,008333,008409,008822,008823,010477",1898,29.97,"003407","景顺长城景泰丰利纯债A"
"30361543","陈平","000965,011077,540010",2037,88.15,"000965","汇丰晋信新动力混合"
"30040926","陈鹏","002770,002771,010033,010034",4413,103.81,"002770","安信新回报混合A"
"30589218","陈鹏辉","010148,010149,166801",570,99.86,"166801","浙商聚潮新思维混合"
"30066239","陈鹏扬","000652,008966,008967,009144,009145,009857,009858,010902,010903,011527,011528,160524",2007,218.58,"000652","博时裕隆灵活配置混合"
"30164217","蔡青","900008,900078",1115,16.5,"900008","中信证券稳健回报混合A"
"30649372","储荞","006698,006699,006783,006784",726,73.76,"006698","红土创新沪深300增强A"
"30684292","陈奇","001709,002064",488,91.15,"001709","华富物联世界灵活配置混合"
"30634044","艾定飞","007685,007853",817,72.53,"007685","华商电子行业量化股票"
"30277862","艾小军","000218,004253,005095,005096,007817,007818,010210,020021,020022,160224,501016,501019,510230,512660,512720,512760,512880,515880,518800",2595,150.9,"512760","国泰CES半导体芯片ETF"
"30074174","安昀","006397,009778,009779,519979",2495,210.78,"006397","长信内需成长混合E"
"30648059","彬彬","006225,006226,006419,006420,006600,006611",767,76.76,"006419","人保优势产业混合A"
"30659779","包兵华","006230,007146,010264,010265",672,116.36,"007146","鹏华研究智选混合"
"30283513","白冰洋","002601,002938,004913,004914",1586,23.39,"004913","中银证券聚瑞混合A"
"30158947","薄官辉","000823,001163,006251,161818,180001",2124,196.26,"161818","银华消费主题混合"
"30324911","白海峰","004266,005761,005762,007729,007975,008183,010754,515160",1744,109.77,"004266","招商沪港深科技创新混合A"
"30069893","白洁","000539,000817,003213,003313,003770,004899,006677,006678,008936,009255,010083,010933,163827",3628,45.6,"163827","中银产业债债券A"
"30551173","毕凯","001979,007109,160125",1276,66.62,"160125","南方香港优选股票"
"30710522","毕凯","005426,009452",190,1.05,"005426","光大尊丰纯债定开债"
"30037457","毕天宇","000513,008138,519035",5565,382.05,"519035","富国天博创新主题混合"
"30289521","鲍无可","000979,008060,008850,009098,260112",2430,229.91,"260112","景顺长城能源基建混合"
"30196299","贲兴振","005519,006302,011405,180010",2856,179.7,"006302","银华行业轮动混合"
"30064183","卞亚军","008842,008843,008997,008998",1520,9.21,"008997","同泰竞争优势混合A"
"30048002","蔡宾","007833,007834",4222,15.09,"007833","长盛稳怡添利债券A"
"30322659","陈斌","000945,000946,002264,007481",2210,193.5,"000945","华夏医疗健康混合A"
"30158961","蔡滨","000936,002142,004434,004435,004677,005878,006158,006159,008866,008867,010455,010456,011585,011586",2248,238.1,"000936","博时产业新动力混合A"
"30691465","陈博","004138,007393,011504,011505",383,79.12,"004138","上银鑫达混合"
"30507699","陈保国","009258,673020,673060",371,77.8,"009258","西部利得景瑞灵活配置混合C"
"30516132","陈伯祯","008563,008564,008709,501307,501308,519646,519651,519652,519653",970,40.39,"519652","银河鑫利混合A"
"30352396","陈晨","005144,005145,005573,005574,006026,010719",2084,6.97,"006026","东吴鼎泰纯债债券"
"30350760","陈晨","005465,005466,006654,006655,007819,007820,007821,007822,008939,008940,008941,008942,008964,008965,009638,009639,009844,009845,011492,011493",717,9.48,"006654","华泰紫金季季享定开债A"
"30696640","陈臣","008311,008312",278,69.67,"008311","圆信永丰优选价值A"
"30360649","蔡春红","001004,519093",2040,114.62,"519093","新华钻石品质企业混合"
"30340691","曹春林","005076,005927,005928,008909,008910,009454,009455,009768,009769,011146,011147,011229,011230,011377,011378",1324,133.82,"005927","创金合信新能源汽车股票A"
"30707945","崔宸龙","000689,005669,006923,006924",215,60.01,"005669","前海开源公用事业股票"
"30721223","池陈森","010709,010710",39,3.34,"010709","安信医药健康股票A"
"30339269","陈栋","000589,001903,001904,003109,003110,003704,360012",2139,118.58,"000589","光大银发商机混合"
"30283570","蔡丹","007580,213003,213010",1295,110.28,"213010","宝盈中证100指数增强A"
"30687132","车飞","860035,860050",193,1.5,"860035","光大阳光稳债中短债债券A"
"30722562","程放","004885,519933",51,2.59,"519933","长信利发债券"
"30049366","陈芳菲","007492,010899",1066,0.85,"007492","上银政策性金融债"
"30713258","陈方雷","007421,007422,009158",158,2.53,"009158","中金衡利1年定开债"
"30200977","陈富权","660001,660003,660004",2740,292.35,"660003","农银平衡双利混合"
"30133951","陈钢","008014,008644,008645,009186,009187,009627,009628",3141,10.36,"009186","天弘聚新三个月定开A"
"30487956","陈桂都","000943,000944,002750,002832,004032,005772,006617,007585,007852,008471,008472,010632",1632,16.53,"000943","工银中高等级信用债债券A"
"30684273","陈鹄飞","003313,004723,004844,006677,006678,009255,010933",487,5.02,"004723","中银丰实定开债"
"30036857","陈国光","001210,001484,004694,004748,007781,009986,009987,010824,010825",3071,83.81,"001210","天弘互联网混合"
"30691376","陈顾君","003366",396,30.27,"003366","浙商汇金中证转型成长指数"
"30159203","车广路","007012,007013,009169,009170,009907,009908,010076,010077",3145,64.44,"007012","湘财长顺混合发起式A"
"30723023","蔡国亮","004456",44,5.83,"004456","兴银消费新趋势灵活配置"
"30672361","陈亘斯","010991,080007,080015,160806,160807,160814,502013,502040,502053,519100",632,80,"502040","长盛上证50指数(LOF)"
"30189737","陈皓","001018,009341,110001,110013,110029,501203",3067,488.42,"110013","易方达科翔混合"
"30547037","陈恒","001723,008107",1305,58.76,"008107","华商医药医疗行业股票"
"30674080","陈涵","003385,003386,003387,004085,004086,006738,006739,007078,007079,007122,007123,007124,007125,007284,007285,009421,009422",611,7.24,"006738","工银瑞信添慧债券A"
"30723878","陈红","010981,010982,011336,011337",19,0.35,"011336","兴全汇吉一年持有混合A"
"30674014","程卉超","007287,007288",598,60.32,"007287","合煦智远消费主题股票发起式A"
"30655605","陈鸿平","006477",695,26.73,"006477","中邮沪港深精选混合"
"30483498","陈会荣","000626,000627,000724,000725,000726,001497,002644,002645,003575,004117,008628,090005,090021,090022,091005,091021,091022",1659,15.01,"000627","大成丰财宝货币B"
"30722834","常逍遥","003056,007021,007022,007986,009294",46,0.04,"007986","嘉实致禄3个月定期纯债债券"
"30354651","崔莹","001694,005136,010385,010386,040001,040035",2074,369.57,"001694","华安沪港深外延增长混合"
"30365601","陈宇","163411,163418",2006,201.34,"163411","兴全精选混合"
"30422375","常远","006252,006253,009932",1503,148.59,"006252","永赢消费主题A"
"30353488","陈颖","002196,004211,162102,210002,210007,210009",2081,54.1,"210009","金鹰核心资源混合"
"30495360","程彧","002332,002333,007291",1563,136.62,"002332","汇丰晋信沪港深A"
"30528543","陈怡","001798,001799,002331,002986,003813,006111,006207,006208,009448,009449",1403,134.31,"006111","泰康弘实3月定开混合"
"30570026","陈瑶","000961,000962,001548,001549,001552,001553,001594,001595,005918,005919,008114,008115,010955,010956,159820,159841,515290,515330",1104,59.01,"005918","天弘沪深300ETF联接C"
"30570419","陈媛","000294,008133,010554,010555,040004",1090,202.12,"000294","华安生态优先混合"
"30706228","陈莹","001194,001407,001422,001423,002792,002793,003603,003604,008479",225,12,"003603","景顺长城泰安回报混合A"
"30062965","蔡宇滨","001208,010349,320001,320020",1159,91.07,"001208","诺安低碳经济股票A"
"30282873","陈一峰","000577,000974,003345,003346,008954,010667,167508",2497,434.6,"000577","安信价值精选股票"
"30693280","蔡宇飞","009111,009112",311,3.38,"009111","博远双债增利混合A"
"30716590","陈亚芳","006102,007224,007225,009181,009182,009568,009569,009677,009678",114,15.41,"006102","浙商丰利增强债券"
"30285338","褚艳辉","004274,004275,004276,004277,004801,004802,007163,007164,008162,009027,009028,009048,009366,009367,519127,519175,519177",2431,127.1,"519127","浦银安盛盛世精选混合A"
"30568966","蔡耀华","005517,005518",1527,14.83,"005517","富国新趋势灵活配置混合A"
"30198458","陈圆明","004738,004739,004823,004824,010475,372010,372110",680,30.25,"004823","上投安裕回报A"
"30201631","陈轶平","005485,005842,006481,007073,008610,008611,511060,511180,511220,511270,519030,519226",2732,30.63,"511220","海富通上证城投债ETF"
"30706227","陈衍鹏","002292",225,3.1,"002292","诺安益鑫灵活配置混合"
"30576168","常亚桥","005534",997,157.98,"005534","华夏新时代混合(QDII)"
"30655745","陈宇庭","000992,005225",290,73.74,"005225","广发量化多因子混合"
"30655386","陈奕雯","003159,003160,003329,003330,004079,004080,004681,004682,007488,007489,007926,007927,161911,519197,519199",730,23.24,"519197","万家颐达灵活配置混合"
"30672362","成雨轩","005241,005242,007101,166025",630,215.49,"005241","中欧时代智慧混合A"
"30135982","蔡奕奕","000687,000816,003473,003474,004970,004971,005194,007522,511810",2887,15.7,"003474","南方天天利货币B"
"30643767","陈叶雁南","006803,070012",731,63.32,"070012","嘉实海外中国股票混合"
"30709888","陈樱子","004995,010245",199,42.2,"010245","广发品牌消费股票发起式C"
"30334870","常蓁","006604,006605,008958,011248,070006,070018,070032",2172,243.63,"070018","嘉实回报混合"
"30042300","程洲","000362,000363,001579,005244,005245,005746,007835,008415,008666,008667,010830,010831,020010",4706,380.85,"000363","国泰聚信价值优势混合C"
"30131775","蔡铮","007464,007465,159913,164905,164906,164908,510010,519686,519706",2977,190.29,"159913","交银深证300价值ETF"
"30423181","程卓","001546,002048,002356,002357,002775,002811,003210,003239,003240,003564,003565,003566,003866,003950,003951,004136,004168,004307,160515,160523",1654,27.75,"003950","博时鑫润混合A"
"30301238","陈孜铎","519690",2313,49.82,"519690","交银稳健配置混合A"
"30656411","曹治国","003534,003535,003536,008516,008802,009037,009038,009041,009042,009044,009045,519566,519567,519568",722,5.31,"003535","浦银安盛日日丰货币B"
"30443014","陈志华","020019,020020",1643,-0.96,"020019","国泰双利债券A"
"30571872","曹紫建","005757,006911,006957,010801,010802",1031,39.25,"005757","长江汇聚量化多因子"
"30300710","陈甄璞","000992,002802",1752,11.48,"000992","广发对冲套利定期开放混合"
"30698224","曹张琪","008863,008995,008996,009799",283,1.57,"008863","中银证券汇兴定期开放债券"
"30331852","蔡志伟","004870,004874,004875,159808,161607,161612,161613",2201,115.78,"161607","融通巨潮100指数A(LOF)"
"30414756","陈钟闻","004614,004615,005398,006171,006829,006830,006831,007408,007409,007429,007430,008497,008498,009759,009760,010463,010464",1290,15.85,"005398","鹏扬淳优一年定期开放债"
"30687557","蔡志文","000925,011424",444,95.43,"000925","汇添富外延增长股票A"
"30414880","陈正宪","000008,006614,007605,007606,070039,159919,159922,160706,160716,160719,160724,160725,501311,512750,515300,515510",1873,79.95,"159919","嘉实沪深300ETF"
"30722556","操昭煦","009264",47,10.93,"009264","泓德瑞兴三年持有期混合"
"30167007","陈振宇","005587,008891,008892",1641,88.93,"008891","安信价值成长混合A"
"30335556","邓彬彬","005352,005353,006051,006052,009130,009131,010587,010588",1259,79.3,"005352","鹏扬景泰成长混合A"
"30687280","段博卿","005575,519942,519943,519998,519999",449,2.94,"519998","长信利息收益货币B"
"30705026","董超","005802,470098",236,70.35,"470098","汇添富逆向投资混合"
"30709350","董辰","001247,002091,003175,003591,003592,004010,004011,004475",206,22.69,"004475","华泰柏瑞富利混合"
"30711466","杜聪","001097",178,16.15,"001097","华泰柏瑞积极优选股票"
"30511437","杜才超","000355,000356,000997,000998,003776,003777,006183,007510,007511,008780,008783,008784,010353,010354",1534,18.39,"000355","南方丰元信用增强债券A"
"30040209","董承非","001511,163402",5128,381.14,"163402","兴全趋势投资混合(LOF)"
"30198403","邓栋","006147,006148,006387,006388,006398,006399,008336,008337,008511,008512,009282,009283,009419,009420,009523,009524,213007,213917",2374,25.63,"006147","宝盈融源可转债债券A"
"30368716","韩浩","004926,004927,004936,004937,005537,005538",1164,70.59,"004926","中航军民融合精选A"
"30657882","黄河","000561,000562,007161,007162,008510",708,5.92,"000561","南方启元债券A"
"30710524","黄皓","001782,001844",192,13.64,"001782","九泰久益混合A"
"30050327","黄海","001518,519185,519191,519212",150,3.24,"519185","万家精选混合"
"30716591","黄昊","010141,010142,011531",114,32.06,"010141","朱雀企业优选A"
"30130654","侯慧娣","000773,003734,003735,004811,008491,008492",2385,8.82,"003734","万家瑞盈灵活配置混合A"
"30194681","黄浩东","003174,003180,003181,006203,006204,007038,007327,007338,008636,008703,009349,009350",431,11.73,"003180","前海联合添利债券A"
"30320992","黄海峰","000084,000085,000783,000784,002716,002812,003188,003259,005195,005196,007845,009271,009272,010973,050028,050128",2131,15.01,"000084","博时安盈债券A"
"30459972","黄海浩","000503,000504,001006,002260,004553,005527,005528",1732,14.27,"005527","中信建投山西国企债A"
"30180167","洪慧梅","001776,001889,001963,002591,002747,002748,003419,004039,004850,005419,005420,005736,007446,007535,007619,008739,008946,009519,009520,166008,166010,166012,166014,166015",1841,28.86,"166010","中欧鼎利债券A"
"30528404","霍华明","000942,000968,001064,001180,002974,002978,002982,002984,003017,005223,005224,005693,005803,005804,008986,008987,010432,159907,159938,159939,270026,512580,512680,512780,518600",1402,86.81,"512580","广发中证环保ETF"
